Area,BHK,Bathroom,Furnishing,Region,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft
1540,3,3,Semi-Furnished,Dwarka,"Nav Kairali Apartment, Dwarka Sector 3",1,14500000,Ready_to_move,Resale,Apartment,3524
1800,4,3,Semi-Furnished,Dwarka,"Neelachal, Aashirwaad Chowk, Dwarka",1,16500000,Ready_to_move,Resale,Apartment,
1700,4,3,Unfurnished,Dwarka,"Neelachal, Dwarka Sector 5",1,20500000,Ready_to_move,Resale,Apartment,3524
1500,3,2,Furnished,Dwarka,"New Jyoti Apartments, Aashirwaad Chowk, Dwarka",1,16200000,Ready_to_move,Resale,Apartment,10700
1200,2,2,Semi-Furnished,Dwarka,"Palm Green Apartment, Aashirwaad Chowk, Dwarka",1,13000000,Ready_to_move,Resale,Apartment,
1750,3,2,Furnished,Dwarka,"PNB Employees Apartment, Aashirwaad Chowk, Dwarka",1,14900000,Ready_to_move,Resale,Apartment,10700
1800,3,2,Semi-Furnished,Dwarka,"Pushpanjali Apartments, Aashirwaad Chowk, Dwarka",1,15500000,Ready_to_move,Resale,Apartment,
1650,3,3,Semi-Furnished,Dwarka,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",1,15500000,Ready_to_move,Resale,Apartment,
1600,3,3,Semi-Furnished,Dwarka,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",1,15200000,Ready_to_move,Resale,Apartment,
2700,4,3,Furnished,Dwarka,"Sadbhawna CGHS, Aashirwaad Chowk, Dwarka",1,27500000,Ready_to_move,Resale,Apartment,10700
1600,3,3,Unfurnished,Dwarka,"Saheta Apartment, Aashirwaad Chowk, Dwarka",1,16200000,Ready_to_move,Resale,Apartment,
1600,4,2,Furnished,Dwarka,"Sanchar Vihar Apartment, Aashirwaad Chowk, Dwarka",1,19500000,Ready_to_move,Resale,Apartment,
1585,3,3,Semi-Furnished,Dwarka,"Sarve Satyam Apartment, Aashirwaad Chowk, Dwarka",1,16600000,Ready_to_move,Resale,Apartment,
1200,4,3,Semi-Furnished,Dwarka,"SB Residency, Dwarka Mor",1,6800000,Ready_to_move,New_Property,Builder_Floor,6111
900,3,2,Semi-Furnished,Dwarka,"SB Residency, Dwarka Mor",1,2800000,Ready_to_move,New_Property,Builder_Floor,6111
1550,3,2,Furnished,Dwarka,"Shri Agrasen Apartment, Dwarka Sector 7",2,14200000,Ready_to_move,Resale,Apartment,3524
850,2,1,Semi-Furnished,Dwarka,"Siddhartha Heights, Dwarka Sector 24",2,1900000,Ready_to_move,New_Property,Apartment,2235
850,2,1,Semi-Furnished,Dwarka,"Siddhartha Heights, Dwarka Sector 24",1,1900000,Ready_to_move,New_Property,Apartment,2235
850,2,1,Semi-Furnished,Dwarka,"Siddhartha Heights, Dwarka Sector 24",1,1900000,Ready_to_move,New_Property,Apartment,2235
1700,3,2,Semi-Furnished,Dwarka,"Sunny Valley Apartments, Dwarka",1,17200000,Ready_to_move,Resale,Apartment,3524
1700,3,2,Semi-Furnished,Dwarka,"Sunny Valley Apartments, Dwarka",1,17200000,Ready_to_move,Resale,Apartment,24718
1700,3,2,Semi-Furnished,Dwarka,"Sunny Valley Apartments, Dwarka",1,17200000,Ready_to_move,Resale,Apartment,24718
1050,3,2,Unfurnished,Dwarka,"The Elite Spire, Dwarka Sector 21",1,3700000,Ready_to_move,New_Property,Apartment,3524
1050,3,2,Unfurnished,Dwarka,"The Elite Spire, Dwarka Sector 21",1,3700000,Ready_to_move,New_Property,Apartment,3524
1050,3,2,Unfurnished,Dwarka,"The Elite Spire, Dwarka Sector 21",1,3700000,Ready_to_move,New_Property,Apartment,3524
1000,3,2,Unfurnished,Dwarka,"Virat Residency, Dwarka Mor",1,4620000,Ready_to_move,New_Property,Apartment,4620
1000,3,2,Unfurnished,Dwarka,"Virat Residency, Dwarka Mor",1,4620000,Ready_to_move,New_Property,Apartment,4620
1000,3,2,Unfurnished,Dwarka,"Virat Residency, Dwarka Mor",1,4620000,Ready_to_move,New_Property,Apartment,4620
400,2,2,Furnished,Dwarka,"mind. The space is airy, is well located and can be easily customized as per the needs. Prime facilities are easily accessible from this place with Government Girls Senior Secondary School No 2 (0 km ). Other key neighbourhood are B Block Market (0 km ). read more Contact Owner View Phone No. Share Feedback Owner vinod kumar",1,9000000,Ready_to_move,Resale,Builder_Floor,14550
312,4,4,Furnished,Geeta Colony,"Bank Enclave, Laxmi Nagar",1,35000000,Ready_to_move,Resale,Apartment,112179
450,2,1,Unfurnished,Geeta Colony,"Budh Vihar super area 50 sqyrd status Ready to Move floor Ground out of 2 floors transaction Resale furnishing Unfurnished facing East car parking 1 Open bathroom 1 balcony 2 ownership Freehold For Sale 2 BHK 50 yrd, 2 side open Ground Floor, First and Second Floor in H Block, Gali No. 04, Near Laxmi Narain Mandir, BudhVihar read more Contact Agent View Phone No. Share Feedback Agent Sahyog Properties 1000+ Buyers Served",1,3600000,Ready_to_move,Resale,Builder_Floor,72000
2105,3,3,Unfurnished,Geeta Colony,"Common Wealth Games Village, Commonwealth Games Village 2010",3,42100000,Ready_to_move,Resale,Apartment,20558
1400,2,3,Unfurnished,Geeta Colony,"Common Wealth Games Village, Commonwealth Games Village 2010",3,28600000,Ready_to_move,Resale,Apartment,20967
2100,3,4,Furnished,Geeta Colony,"Common Wealth Games Village, Commonwealth Games Village 2010",2,34300000,Ready_to_move,Resale,Apartment,16333
2065,3,4,Semi-Furnished,Geeta Colony,"Common Wealth Games Village, Commonwealth Games Village 2010",2,42500000,Ready_to_move,Resale,Apartment,20581
2090,3,4,Semi-Furnished,Geeta Colony,"Common Wealth Games Village, Commonwealth Games Village 2010",2,44000000,Ready_to_move,Resale,Apartment,21052
2105,3,3,Semi-Furnished,Geeta Colony,"Common Wealth Games Village, Commonwealth Games Village 2010",2,36200000,Ready_to_move,Resale,Apartment,17197
2100,3,3,Semi-Furnished,Geeta Colony,"Common Wealth Games Village, Commonwealth Games Village 2010",2,37000000,Ready_to_move,Resale,Apartment,17619
2126,3,3,Semi-Furnished,Geeta Colony,"Common Wealth Games Village, Commonwealth Games Village 2010",2,39000000,Ready_to_move,Resale,Apartment,18344
1850,3,3,Unfurnished,Geeta Colony,"Common Wealth Games Village, Commonwealth Games Village 2010",2,37500000,Ready_to_move,Resale,Apartment,20270
1250,2,3,Semi-Furnished,Geeta Colony,"Common Wealth Games Village, Commonwealth Games Village 2010",1,29000000,Ready_to_move,Resale,Apartment,17197
1500,3,3,Semi-Furnished,Geeta Colony,Commonwealth Games Village 2010,3,35500000,Ready_to_move,Resale,Apartment,20558
2650,4,5,Furnished,Geeta Colony,Commonwealth Games Village 2010,2,52500000,Ready_to_move,Resale,Apartment,19811
1700,3,4,Semi-Furnished,Geeta Colony,Commonwealth Games Village 2010,2,40000000,Ready_to_move,Resale,Apartment,17619
1815,3,3,Semi-Furnished,Geeta Colony,Commonwealth Games Village 2010,2,32500000,Ready_to_move,Resale,Apartment,17906
1455,2,2,Semi-Furnished,Geeta Colony,Commonwealth Games Village 2010,2,27500000,Ready_to_move,Resale,Apartment,18900
1800,3,3,Semi-Furnished,Geeta Colony,"Gangotri Enclave, Alaknanda",2,22500000,Ready_to_move,Resale,Apartment,
1800,3,3,Semi-Furnished,Geeta Colony,"Gangotri Enclave, Alaknanda",2,22500000,Ready_to_move,Resale,Apartment,
760,3,2,Furnished,Geeta Colony,Geeta Colony,1,6000000,Ready_to_move,Resale,Builder_Floor,6667
100,3,2,Unfurnished,Geeta Colony,Geeta Colony,1,5500000,Ready_to_move,Resale,Builder_Floor,6667
380,1,1,Unfurnished,Geeta Colony,Geeta Colony,1,2200000,Ready_to_move,Resale,Builder_Floor,6667
58,2,1,Unfurnished,Geeta Colony,Geeta Colony,1,3800000,Ready_to_move,Resale,Apartment,6667
2600,4,5,Semi-Furnished,Geeta Colony,"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",3,52500000,Ready_to_move,New_Property,Builder_Floor,14888
3000,4,4,Unfurnished,Geeta Colony,"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",2,67000000,Ready_to_move,New_Property,Builder_Floor,14888
550,2,2,Unfurnished,Geeta Colony,"Guru Angad Nagar West, Laxmi Nagar",2,3600000,Ready_to_move,New_Property,Builder_Floor,32000
387,1,2,Unfurnished,Geeta Colony,"Guru Angad Nagar West, Laxmi Nagar",2,1700000,Ready_to_move,New_Property,Builder_Floor,32000
270,1,1,Semi-Furnished,Geeta Colony,"Guru Angad Nagar West, Laxmi Nagar",1,2300000,Ready_to_move,Resale,Builder_Floor,11111
550,2,2,Unfurnished,Geeta Colony,Mahavir Enclave,1,2300000,Ready_to_move,Resale,Builder_Floor,3778
770,2,2,Semi-Furnished,Geeta Colony,Mahavir Enclave,1,3790000,Ready_to_move,New_Property,Builder_Floor,4922
810,3,2,Semi-Furnished,Geeta Colony,Mahavir Enclave,1,4200000,Ready_to_move,New_Property,Apartment,4922
710,2,2,Unfurnished,Geeta Colony,Mahavir Enclave,1,2900000,Ready_to_move,Resale,Apartment,4922
810,3,2,Furnished,Geeta Colony,Mahavir Enclave,1,3800000,Ready_to_move,Resale,Builder_Floor,42222
820,3,2,Semi-Furnished,Geeta Colony,Mahavir Enclave,1,5200000,Ready_to_move,Resale,Builder_Floor,42222
800,3,2,Semi-Furnished,Geeta Colony,Mahavir Enclave,1,4400000,Ready_to_move,New_Property,Builder_Floor,
1100,3,2,Unfurnished,Geeta Colony,Mahavir Enclave,1,6500000,Ready_to_move,New_Property,Apartment,
600,2,2,Semi-Furnished,Geeta Colony,Mahavir Enclave,1,3000000,Ready_to_move,New_Property,Apartment,
430,1,1,Unfurnished,Geeta Colony,Mahavir Enclave,1,1850000,Ready_to_move,New_Property,Builder_Floor,3778
565,2,2,Unfurnished,Geeta Colony,Mahavir Enclave carpet area 565 sqft status Ready to Move floor Ground out of 1 floor transaction Resale furnishing Unfurnished facing East car parking 1 Covered bathroom 2 balcony 1 ownership Freehold East Facing Property This Freehold Builder Floor Apartment is located at Ground floor in a building of total 1 floors. The age of construction for this apartment Builder Floor Apartment is Less than 5 years. High quality flooring of types Granite are available in different rooms. read more Contact Owner View Phone No. Share Feedback Owner Adesh Sah,1,3500000,Ready_to_move,Resale,Builder_Floor,5820
990,4,3,Unfurnished,Geeta Colony,Mahavir Enclave Part 1,1,7200000,Almost_ready,New_Property,Builder_Floor,
950,3,2,Unfurnished,Geeta Colony,Mahavir Enclave Part 1,1,5000000,Ready_to_move,Resale,Builder_Floor,4922
500,2,2,Semi-Furnished,Geeta Colony,Mahavir Enclave Part 1,1,3200000,Ready_to_move,Resale,Apartment,4922
945,3,2,Semi-Furnished,Geeta Colony,Mahavir Enclave Part 1,1,5500000,Ready_to_move,Resale,Apartment,5820
900,3,2,Semi-Furnished,Geeta Colony,Mahavir Enclave Part 1,1,5900000,Almost_ready,New_Property,Builder_Floor,6556
720,3,2,Semi-Furnished,Geeta Colony,Mahavir Enclave Part 1,1,4500000,Ready_to_move,Resale,Builder_Floor,42222
1100,3,2,Semi-Furnished,Geeta Colony,Mahavir Enclave Part 1,1,7500000,Ready_to_move,New_Property,Builder_Floor,
527,2,2,Semi-Furnished,Geeta Colony,Mahavir Enclave Part 1,1,3500000,Ready_to_move,Resale,Builder_Floor,
1000,3,2,Semi-Furnished,Geeta Colony,Mahavir Enclave Part 1,1,6200000,Ready_to_move,Resale,Builder_Floor,
950,3,2,Furnished,Geeta Colony,Mahavir Enclave Part 1,1,6000000,Ready_to_move,New_Property,Builder_Floor,
855,3,2,Unfurnished,Geeta Colony,Mahavir Enclave Part 1,1,4800000,Ready_to_move,Resale,Apartment,
450,1,1,Semi-Furnished,Geeta Colony,Mahavir Enclave Part 1,1,2100000,Ready_to_move,New_Property,Builder_Floor,4922
600,2,1,Semi-Furnished,Geeta Colony,Mahavir Enclave Part 1,1,3000000,Ready_to_move,Resale,Apartment,4922
420,1,1,Unfurnished,Geeta Colony,Mahavir Enclave Part 1,1,2300000,Ready_to_move,Resale,Builder_Floor,4922
450,1,1,Semi-Furnished,Geeta Colony,Mahavir Enclave Part 1,1,2500000,Ready_to_move,New_Property,Builder_Floor,
1000,2,2,Semi-Furnished,Geeta Colony,Mahavir Enclave Part 1 carpet area 1000 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Semi-Furnished facing East car parking 1 Covered bathroom 2 balcony 2 East Facing Property this property is for sale purpose.......................... Contact Owner View Phone No. Share Feedback Owner Twinkle Sudan,1,6500000,Ready_to_move,Resale,Builder_Floor,
459,2,2,Semi-Furnished,Geeta Colony,Mahavir Enclave Part 3,1,2200000,Ready_to_move,Resale,Builder_Floor,43137
450,2,1,Semi-Furnished,Geeta Colony,Mahavir Enclave Part 3,1,1700000,Ready_to_move,Resale,Apartment,3778
729,2,2,Semi-Furnished,Geeta Colony,"Mohan Garden, Razapur Khurd",1,4800000,Ready_to_move,Resale,Builder_Floor,6584
2500,4,5,Semi-Furnished,Geeta Colony,"Project Commonwealth Games Village 2010, Akshardham Temple",3,42500000,Ready_to_move,Resale,Apartment,17000
2022,3,3,Semi-Furnished,Geeta Colony,"Project Commonwealth Games Village 2010, Akshardham Temple",2,38000000,Ready_to_move,Resale,Apartment,18793
2552,4,5,Furnished,Geeta Colony,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",3,42500000,Ready_to_move,New_Property,Apartment,16654
2525,4,5,Semi-Furnished,Geeta Colony,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",3,43200000,Ready_to_move,Resale,Apartment,21052
2500,4,4,Semi-Furnished,Geeta Colony,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",2,52500000,Ready_to_move,Resale,Apartment,21000
2125,3,3,Semi-Furnished,Geeta Colony,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",2,36500000,Ready_to_move,Resale,Apartment,17176
1700,3,3,Unfurnished,Geeta Colony,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",2,34000000,Ready_to_move,Resale,Apartment,17906
360,2,1,Semi-Furnished,Geeta Colony,"Vijay Enclave, Mahavir Enclave",1,2200000,Ready_to_move,New_Property,Apartment,42222
2700,4,3,Semi-Furnished,Greater Kailash,"APL Builder Floor, Greater Kailash 1",1,60000000,Ready_to_move,New_Property,Builder_Floor,22222
2700,4,3,Semi-Furnished,Greater Kailash,"APL Builder Floor, Greater Kailash 1",1,60000000,Ready_to_move,New_Property,Builder_Floor,22222
1250,3,3,Semi-Furnished,Greater Kailash,"Arya Chittaranjan Park, Chittaranjan Park",1,25500000,Almost_ready,New_Property,Builder_Floor,
1650,3,3,Unfurnished,Greater Kailash,Chittaranjan Park,5,35000000,Ready_to_move,New_Property,Builder_Floor,6878
945,2,1,Unfurnished,Greater Kailash,Chittaranjan Park,5,6500000,Ready_to_move,Resale,Apartment,6878
4118,4,5,Unfurnished,Greater Kailash,Chittaranjan Park,3,55000000,Ready_to_move,New_Property,Builder_Floor,12916
2600,4,5,Semi-Furnished,Greater Kailash,Chittaranjan Park,3,62500000,Ready_to_move,New_Property,Builder_Floor,20938
875,3,3,Semi-Furnished,Greater Kailash,Chittaranjan Park,3,17500000,Ready_to_move,New_Property,Builder_Floor,12916
1050,3,2,Semi-Furnished,Greater Kailash,Chittaranjan Park,3,12500000,Ready_to_move,Resale,Builder_Floor,12916
2625,4,5,Semi-Furnished,Greater Kailash,Chittaranjan Park,2,60000000,Ready_to_move,New_Property,Builder_Floor,6878
1800,4,4,Semi-Furnished,Greater Kailash,Chittaranjan Park,2,40000000,Ready_to_move,New_Property,Builder_Floor,6878
1900,3,4,Semi-Furnished,Greater Kailash,Chittaranjan Park,2,28500000,Ready_to_move,New_Property,Builder_Floor,6878
125,3,3,Semi-Furnished,Greater Kailash,Chittaranjan Park,2,11500000,Ready_to_move,New_Property,Builder_Floor,6878
1440,3,3,Semi-Furnished,Greater Kailash,Chittaranjan Park,2,22500000,Ready_to_move,New_Property,Builder_Floor,6878
1800,3,3,Semi-Furnished,Greater Kailash,Chittaranjan Park,2,29000000,Ready_to_move,Resale,Builder_Floor,6878
1600,3,3,Semi-Furnished,Greater Kailash,Chittaranjan Park,2,33500000,Ready_to_move,New_Property,Builder_Floor,20938
1700,3,3,Semi-Furnished,Greater Kailash,Chittaranjan Park,2,47500000,Ready_to_move,New_Property,Builder_Floor,20938
1200,3,3,Semi-Furnished,Greater Kailash,Chittaranjan Park,1,16500000,Ready_to_move,Resale,Builder_Floor,12916
11050,3,3,Unfurnished,Greater Kailash,Chittaranjan Park,1,18500000,Ready_to_move,New_Property,Builder_Floor,12916
1200,3,3,Unfurnished,Greater Kailash,Chittaranjan Park,1,22000000,Ready_to_move,New_Property,Builder_Floor,18333
1450,3,3,Semi-Furnished,Greater Kailash,Chittaranjan Park,1,22500000,Ready_to_move,Resale,Builder_Floor,18333
1116,3,3,Semi-Furnished,Greater Kailash,Chittaranjan Park,1,14700000,Ready_to_move,Resale,Builder_Floor,20938
1070,2,3,Semi-Furnished,Greater Kailash,Chittaranjan Park,1,18000000,Ready_to_move,New_Property,Builder_Floor,20938
1200,3,3,Semi-Furnished,Greater Kailash,Chittaranjan Park,1,22500000,Ready_to_move,New_Property,Builder_Floor,20938
1200,3,2,Semi-Furnished,Greater Kailash,Chittaranjan Park,1,15500000,Ready_to_move,Resale,Builder_Floor,12916
1000,2,2,Semi-Furnished,Greater Kailash,Chittaranjan Park,1,7500000,Ready_to_move,Resale,Apartment,18333
2097,3,3,Unfurnished,Greater Kailash,Chittaranjan Park,,29000000,Ready_to_move,Resale,Builder_Floor,
990,2,2,Unfurnished,Greater Kailash,Chittaranjan Park Block A,1,11500000,Ready_to_move,Resale,Builder_Floor,12916
1200,3,3,Semi-Furnished,Greater Kailash,Chittaranjan Park carpet area 1200 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing North - East overlooking Garden/Park bathroom 3 balcony 2 ownership Freehold Newly Constructed Property Newly Constructed Property brand new 1st floor 3bedroom attach bathrooms stilt car parking modular kitchen air condition prime location c r park read more Contact Agent View Phone No. Share Feedback Nirmala Associates Certified Agent Trusted by Users Genuine Listings 1500+ Buyers Served,1,22200000,Ready_to_move,New_Property,Builder_Floor,18333
2430,4,4,Furnished,Greater Kailash,"Chittaranjan Park carpet area 270 sqyrd status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park, Main Road car parking 5 Open bathroom 4 balcony 3 ownership Freehold 3 Side Open, Fully ventilated, Close to Market, Above Bank and 24 x 7 ATM because of which good security. Elite Neighbor hood. Very good for Rental Income. Also can be used for commercial Office Purpose by Advocates. read more Contact Owner View Phone No. Share Feedback Owner Mayur Mayur Aggarwal",5,30000000,Ready_to_move,Resale,Builder_Floor,18333
2400,4,4,Semi-Furnished,Greater Kailash,"Find Homes, Greater Kailash 2",1,70000000,Ready_to_move,New_Property,Apartment,2235
2400,4,4,Semi-Furnished,Greater Kailash,"Find Homes, Greater Kailash 2",1,70000000,Ready_to_move,New_Property,Apartment,2235
22050,4,4,Semi-Furnished,Greater Kailash,Greater Kailash 1,2,51000000,Almost_ready,New_Property,Builder_Floor,30556
22050,4,4,Semi-Furnished,Greater Kailash,Greater Kailash 1,2,51000000,Almost_ready,New_Property,Builder_Floor,30556
1600,3,3,Semi-Furnished,Greater Kailash,Greater Kailash 1,1,30000000,Ready_to_move,New_Property,Builder_Floor,18750
1600,3,3,Semi-Furnished,Greater Kailash,Greater Kailash 1,1,30000000,Ready_to_move,New_Property,Builder_Floor,18750
2700,4,4,Unfurnished,Greater Kailash,Greater Kailash 4 Nri Colony,2,36500000,Ready_to_move,Resale,Builder_Floor,12500
2700,4,4,Unfurnished,Greater Kailash,Greater Kailash 4 Nri Colony,2,36500000,Ready_to_move,Resale,Builder_Floor,12500
3000,4,5,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",4,65000000,Ready_to_move,New_Property,Builder_Floor,20930
3690,4,5,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",3,79000000,Almost_ready,New_Property,Builder_Floor,21409
3150,4,4,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",3,35000000,Ready_to_move,Resale,Builder_Floor,11111
3500,4,4,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",3,85000000,Ready_to_move,New_Property,Builder_Floor,20000
1440,3,3,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",3,26000000,Ready_to_move,New_Property,Builder_Floor,20000
900,2,2,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",3,20000000,Ready_to_move,Resale,Builder_Floor,11111
1200,3,2,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",3,17000000,Ready_to_move,Resale,Builder_Floor,21409
2177,4,5,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",2,51000000,Ready_to_move,New_Property,Builder_Floor,20833
4500,4,5,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",2,72500000,Ready_to_move,Resale,Builder_Floor,20930
2799,4,4,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",2,43000000,Ready_to_move,New_Property,Builder_Floor,15363
2200,4,4,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",2,47500000,Ready_to_move,New_Property,Builder_Floor,20000
2150,4,4,Unfurnished,Greater Kailash,"Kailash Colony, Greater Kailash",2,45000000,Ready_to_move,New_Property,Builder_Floor,20930
2107,4,4,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",2,51100000,Ready_to_move,New_Property,Apartment,20930
4500,4,4,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",2,55000000,Ready_to_move,Resale,Builder_Floor,20930
2000,4,4,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",2,38000000,Ready_to_move,Resale,Builder_Floor,20930
4500,4,4,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",2,47500000,Ready_to_move,Resale,Builder_Floor,95000
2650,4,4,Unfurnished,Greater Kailash,"Kailash Colony, Greater Kailash",2,75000000,Ready_to_move,New_Property,Builder_Floor,
2200,4,4,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",2,47500000,Ready_to_move,New_Property,Builder_Floor,
1500,3,3,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",2,40000000,Ready_to_move,New_Property,Builder_Floor,20833
1240,3,3,Unfurnished,Greater Kailash,"Kailash Colony, Greater Kailash",2,26500000,Ready_to_move,New_Property,Builder_Floor,20930
1150,3,3,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",2,26000000,Ready_to_move,New_Property,Builder_Floor,20930
2200,4,4,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",1,40000000,Ready_to_move,New_Property,Builder_Floor,20000
4500,4,4,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",1,70000000,Ready_to_move,New_Property,Builder_Floor,20833
1350,3,3,Unfurnished,Greater Kailash,"Kailash Colony, Greater Kailash",1,26000000,Ready_to_move,New_Property,Builder_Floor,19259
1200,3,3,Unfurnished,Greater Kailash,"Kailash Colony, Greater Kailash",1,25000000,Ready_to_move,New_Property,Builder_Floor,20833
1600,3,3,Unfurnished,Greater Kailash,"Kailash Colony, Greater Kailash",1,22500000,Ready_to_move,Resale,Builder_Floor,20833
1150,3,3,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",1,25500000,Ready_to_move,New_Property,Builder_Floor,20930
1000,2,2,Unfurnished,Greater Kailash,"Kailash Colony, Greater Kailash",1,15000000,Ready_to_move,Resale,Builder_Floor,20930
2799,4,4,Semi-Furnished,Greater Kailash,"Kailash Colony, Greater Kailash",,65000000,Ready_to_move,New_Property,Builder_Floor,
2800,4,5,Semi-Furnished,Hauz Khas,Hauz Khas,3,70000000,Ready_to_move,New_Property,Builder_Floor,25000
1500,3,4,Unfurnished,Hauz Khas,Hauz Khas,2,45000000,Ready_to_move,Resale,Builder_Floor,18055
1800,3,4,Semi-Furnished,Hauz Khas,Hauz Khas,2,47000000,Ready_to_move,New_Property,Builder_Floor,18055
1600,3,4,Semi-Furnished,Hauz Khas,Hauz Khas,2,27500000,Ready_to_move,Resale,Builder_Floor,18055
1800,4,4,Semi-Furnished,Hauz Khas,Hauz Khas,2,80000000,Ready_to_move,New_Property,Builder_Floor,30000
2066,4,4,Unfurnished,Hauz Khas,Hauz Khas,2,60000000,Almost_ready,New_Property,Builder_Floor,30000
4500,4,4,Semi-Furnished,Hauz Khas,Hauz Khas,2,70000000,Ready_to_move,New_Property,Builder_Floor,30000
1700,3,4,Unfurnished,Hauz Khas,Hauz Khas,2,45000000,Ready_to_move,New_Property,Builder_Floor,
1800,3,3,Semi-Furnished,Hauz Khas,Hauz Khas,2,43500000,Ready_to_move,New_Property,Builder_Floor,24166
1750,3,3,Unfurnished,Hauz Khas,Hauz Khas,2,35000000,Ready_to_move,Resale,Builder_Floor,170000
2300,4,4,Semi-Furnished,Hauz Khas,Hauz Khas,1,102500000,Ready_to_move,New_Property,Builder_Floor,17677
2520,3,3,Unfurnished,Hauz Khas,Hauz Khas,,47500000,Ready_to_move,New_Property,Builder_Floor,
2250,4,4,Unfurnished,Hauz Khas,"Hauz Khas Enclave, Hauz Khas",3,100000000,Ready_to_move,New_Property,Builder_Floor,18055
4500,4,5,Semi-Furnished,Hauz Khas,"Hauz Khas Enclave, Hauz Khas",2,85000000,Ready_to_move,New_Property,Builder_Floor,170000
5400,4,4,Unfurnished,Hauz Khas,"Hauz Khas Enclave, Hauz Khas",2,110000000,Ready_to_move,Resale,Builder_Floor,17677
2700,4,4,Semi-Furnished,Hauz Khas,"Hauz Khas Enclave, Hauz Khas",2,100000000,Ready_to_move,New_Property,Builder_Floor,37037
2050,3,3,Semi-Furnished,Hauz Khas,"Hauz Khas Enclave, Hauz Khas",2,71000000,Ready_to_move,New_Property,Builder_Floor,30000
2100,4,5,Semi-Furnished,Hauz Khas,"Hauz Khas Enclave, Hauz Khas",1,56000000,Ready_to_move,New_Property,Builder_Floor,17677
2400,4,5,Unfurnished,Hauz Khas,"Hauz Khas Enclave, Hauz Khas",1,65000000,Ready_to_move,Resale,Builder_Floor,25000
1200,2,2,Furnished,Hauz Khas,"Hauz Khas Enclave, Hauz Khas",1,27500000,Ready_to_move,Resale,Builder_Floor,18055
6500,4,5,Unfurnished,Hauz Khas,"Mayfair garden, Hauz Khas",3,190000000,Ready_to_move,New_Property,Builder_Floor,170000
2000,3,3,Unfurnished,Hauz Khas,"Sarva Priya Apartment, Hauz Khas",2,37500000,Ready_to_move,Resale,Apartment,30000
1980,3,4,Unfurnished,Hauz Khas,"Sarva Priya Apartment, Hauz Khas",1,35000000,Almost_ready,New_Property,Apartment,17677
1700,3,3,Semi-Furnished,Hauz Khas,"Sarva Priya Apartment, Hauz Khas carpet area 1700 sqft status Ready to Move floor 1 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park society Sarva Priya Apartment car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold desperarte sale ,its clear tile, proper cross ventilation ,proper an matter for one week ,crystle sunlight found, and air,ICIC BANK LOAN APPROVAL, good to see , have lucky chance to get such a reraly rare property read more Contact Agent View Phone No. Share Feedback Agent New Capital Properties 1000+ Buyers Served",1,36500000,Ready_to_move,Resale,Apartment,25000
900,2,2,Semi-Furnished,Kalkaji,"Dda Janta Flats, Kalkaji",2,6500000,Ready_to_move,Resale,Apartment,
405,1,1,Unfurnished,Kalkaji,"DDA LIG Flat, Kalkaji",1,5600000,Ready_to_move,Resale,Builder_Floor,
